"Date","GM_Volume","GM_Price","Ford_Volume","Ford_Price"
"2-Jan-87",922200,11.45,2540100,2.31
"5-Jan-87",2100000,11.73,8670000,2.4
"6-Jan-87",2720000,11.77,6992000,2.43
"7-Jan-87",2000400,11.83,7621200,2.53
"8-Jan-87",2460000,11.66,5807500,2.51
"9-Jan-87",2640000,11.77,8530200,2.55
"12-Jan-87",1940400,11.75,5361400,2.6
"13-Jan-87",1697800,11.64,6196300,2.64
"14-Jan-87",1795600,11.55,12026200,2.76
"15-Jan-87",3280000,11.73,11746500,2.82
"16-Jan-87",3561800,11.77,12096100,2.8
"19-Jan-87",2020000,11.98,5313200,2.81
"20-Jan-87",4000000,12.17,7271600,2.85
"21-Jan-87",2780000,12.11,6992000,2.88
"22-Jan-87",3640000,12.39,9998500,3.07
"23-Jan-87",6280000,12,19158000,2.97
"26-Jan-87",2400000,11.98,8040800,2.96
"27-Jan-87",2720000,12.26,8530200,3.02
"28-Jan-87",2340000,12.32,9159500,3.01
"29-Jan-87",5660000,12.88,4292300,3.01
"30-Jan-87",7460000,12.88,3998000,3
"2-Feb-87",5080000,13.33,6236800,3.06
"3-Feb-87",4560000,13.09,6513000,3.07
"4-Feb-87",3440000,13.41,3959500,3.11
"5-Feb-87",11340000,13.69,11956300,3.21
"6-Feb-87",5960000,13.24,10697700,3.12
"9-Feb-87",2400000,13.24,6038200,3.05
"10-Feb-87",3760000,13.15,6444500,2.97
"11-Feb-87",2720000,13.06,4858000,3.03
"12-Feb-87",3700000,13.06,4927900,3.02
"13-Feb-87",2460000,13.22,6722800,3.07
"17-Feb-87",2200000,13.52,7621200,3.18
"18-Feb-87",2480000,13.43,15592100,3.18
"19-Feb-87",1810000,13.48,5034900,3.19
"20-Feb-87",1795600,13.35,8740000,3.14
"23-Feb-87",1972200,13.32,4697900,3.1
"24-Feb-87",1203800,13.37,3820400,3.11
"25-Feb-87",2480000,13.04,5620100,3.13
"26-Feb-87",2280000,12.93,4434300,3.07
"27-Feb-87",1533200,12.98,2783500,3.08
"2-Mar-87",2860000,13,5099200,3.12
"3-Mar-87",2340000,13.15,4718900,3.1
"4-Mar-87",8040000,13.82,7761100,3.2
"5-Mar-87",4380000,13.58,9089600,3.22
"6-Mar-87",2240000,13.48,7970800,3.27
"9-Mar-87",2300000,13.65,9509100,3.3
"10-Mar-87",1933400,13.74,6143100,3.31
"11-Mar-87",2020000,13.61,9229400,3.33
"12-Mar-87",1307400,13.56,6464100,3.29
"13-Mar-87",1235600,13.54,3766500,3.22
"16-Mar-87",1740600,13.39,4898500,3.17
"17-Mar-87",1936800,13.5,6717900,3.24
"18-Mar-87",2540000,13.45,4823700,3.24
"19-Mar-87",1366200,13.52,3225400,3.26
"20-Mar-87",2740000,13.58,6422800,3.28
"23-Mar-87",2060000,13.78,8390400,3.32
"24-Mar-87",1942800,13.8,3896600,3.29
"25-Mar-87",1793200,13.8,4744000,3.38
"26-Mar-87",2640000,13.91,4949600,3.4
"27-Mar-87",1670600,13.54,4990800,3.36
"30-Mar-87",2440000,13.37,6992000,3.31
"31-Mar-87",1911000,13.58,7271600,3.4
"1-Apr-87",2080000,13.69,7411500,3.51
"2-Apr-87",1665000,13.67,6992000,3.47
"3-Apr-87",2080000,13.87,4911100,3.53
"6-Apr-87",3326200,14.17,8740000,3.64
"7-Apr-87",4508200,14.3,13333700,3.59
"8-Apr-87",3252600,14.65,9229400,3.58
"9-Apr-87",2480000,14.48,8250500,3.48
"10-Apr-87",5020000,14.95,5510300,3.48
"13-Apr-87",3120000,14.65,5343200,3.44
"14-Apr-87",3620000,14.41,11396900,3.32
"15-Apr-87",2220000,14.95,7411500,3.34
"16-Apr-87",4060000,15.08,8530200,3.42
"20-Apr-87",2140000,14.91,6127700,3.33
"21-Apr-87",3480000,15.5,9439200,3.45
"22-Apr-87",3320000,15.19,6237500,3.42
"23-Apr-87",3680000,15.28,8250500,3.44
"24-Apr-87",2803200,15,6747200,3.32
"27-Apr-87",3180000,15.06,10488000,3.28
"28-Apr-87",2800000,15,5956400,3.33
"29-Apr-87",2500000,15.19,17829600,3.57
"30-Apr-87",4160000,15.65,20766200,3.71
"1-May-87",4060000,15.93,16920600,3.99
"4-May-87",2320000,15.87,10627800,3.97
"5-May-87",2460000,15.95,8530200,3.97
"6-May-87",2440000,15.95,11606700,4.03
"7-May-87",3660000,15.91,8390400,4.08
"8-May-87",2140000,15.82,6263400,4.07
"11-May-87",3960000,15.82,7131800,3.96
"12-May-87",1643200,15.87,4944000,3.93
"13-May-87",1830400,15.78,5529900,3.98
"14-May-87",1079600,15.6,4732100,3.93
"15-May-87",2380000,15.45,8670000,3.82
"18-May-87",2860000,15.36,11816400,3.7
"19-May-87",2560000,15.01,11117200,3.63
"20-May-87",3080000,14.79,11466800,3.58
"21-May-87",1641000,14.65,7621200,3.62
"22-May-87",1666800,14.85,4934900,3.69
"26-May-87",1510600,14.94,6876600,3.75
"27-May-87",2120000,14.79,5714500,3.74
"28-May-87",1671000,15.03,6492700,3.68
"29-May-87",1204000,15.03,3731600,3.7
"1-Jun-87",1886800,15.03,4094500,3.74
"2-Jun-87",1411200,14.87,6746500,3.72
"3-Jun-87",1470600,15.23,7900900,3.85
"4-Jun-87",921800,15.23,3589600,3.84
"5-Jun-87",1178400,15.14,3726700,3.82
"8-Jun-87",1376800,15.21,3372900,3.84
"9-Jun-87",1148800,15.18,4672000,3.86
"10-Jun-87",1657200,14.81,6634000,3.82
"11-Jun-87",1167200,14.87,4763600,3.81
"12-Jun-87",1923400,14.79,8180600,3.8
"15-Jun-87",1686800,14.74,8320400,3.96
"16-Jun-87",2040000,14.59,6219300,4
"17-Jun-87",1976600,14.48,5521500,3.87
"18-Jun-87",2240000,14.63,3646300,3.89
"19-Jun-87",3160000,14.7,6992000,3.91
"22-Jun-87",1423200,14.81,5446700,3.92
"23-Jun-87",1293200,14.81,4544800,3.93
"24-Jun-87",873200,14.81,3560300,3.95
"25-Jun-87",1341800,14.83,7411500,4.06
"26-Jun-87",1057800,14.76,10138400,4.15
"29-Jun-87",1473200,14.79,5309000,4.1
"30-Jun-87",1366200,14.57,4475500,4.03
"1-Jul-87",1545600,14.35,6287900,4.01
"2-Jul-87",1302200,14.32,3089700,4.05
"6-Jul-87",1793200,14.1,4735600,3.98
"7-Jul-87",2240000,14.24,4075600,4.06
"8-Jul-87",2020000,14.28,4860100,4.13
"9-Jul-87",1384400,14.21,6459900,4.11
"10-Jul-87",1292800,14.41,3061000,4.15
"13-Jul-87",1881800,14.68,6066900,4.21
"14-Jul-87",1939400,15.03,13005100,4.34
"15-Jul-87",1686000,14.87,7691200,4.34
"16-Jul-87",1360600,14.68,5608900,4.36
"17-Jul-87",1831000,14.74,6586400,4.4
"20-Jul-87",1609600,14.72,2721900,4.34
"21-Jul-87",1626000,14.68,6404600,4.34
"22-Jul-87",1165600,14.81,6992000,4.33
"23-Jul-87",3320000,15.07,9648900,4.23
"24-Jul-87",2240000,15.29,5918700,4.24
"27-Jul-87",1001200,15.25,5927800,4.19
"28-Jul-87",1088200,15.16,8460300,4.16
"29-Jul-87",1208400,15.23,6589200,4.18
"30-Jul-87",1390600,15.31,5183800,4.18
"31-Jul-87",1545000,15.67,4475500,4.17
"3-Aug-87",2100000,15.43,5710300,4.18
"4-Aug-87",1486800,15.49,6562600,4.31
"5-Aug-87",1387800,15.65,6289300,4.32
"6-Aug-87",4900000,15.49,8390400,4.3
"7-Aug-87",2580000,15.54,3981900,4.25
"10-Aug-87",1710600,15.87,7271600,4.35
"11-Aug-87",3160000,16.07,9718800,4.37
"12-Aug-87",3240000,16.1,13354700,4.45
"13-Aug-87",2540000,16.36,7341600,4.48
"14-Aug-87",3700000,16.72,7900900,4.51
"17-Aug-87",1805000,16.79,6755600,4.57
"18-Aug-87",2240000,16.47,8949700,4.47
"19-Aug-87",2120000,16.5,6229800,4.47
"20-Aug-87",1922800,16.74,5660000,4.53
"21-Aug-87",2500000,16.45,7831000,4.52
"24-Aug-87",1168200,16.36,3905000,4.51
"25-Aug-87",1802800,16.43,8740000,4.58
"26-Aug-87",1367200,16.23,5090800,4.57
"27-Aug-87",1226600,16.03,4725100,4.42
"28-Aug-87",1178200,16.1,6814400,4.4
"31-Aug-87",1494000,16.45,4299300,4.43
"1-Sep-87",1683800,15.87,4873400,4.36
"2-Sep-87",3000000,15.74,5545300,4.32
"3-Sep-87",2060000,15.74,7131800,4.26
"4-Sep-87",1368400,15.58,4559400,4.18
"8-Sep-87",2720000,15.42,7061900,4.21
"9-Sep-87",1690600,15.34,7131800,4.23
"10-Sep-87",1731000,15.38,5275400,4.23
"11-Sep-87",1682400,15.4,4427300,4.25
"14-Sep-87",2060000,15.85,6494800,4.38
"15-Sep-87",1611000,15.67,4037800,4.29
"16-Sep-87",2060000,15.65,5743200,4.27
"17-Sep-87",1821800,15.6,8320400,4.3
"18-Sep-87",2240000,15.29,4890900,4.23
"21-Sep-87",1853400,15.2,6613700,4.17
"22-Sep-87",1986600,15.47,7551300,4.23
"23-Sep-87",1729600,15.42,6952800,4.25
"24-Sep-87",1141800,15.13,6519300,4.14
"25-Sep-87",1891600,15.11,22024800,3.99
"28-Sep-87",1605000,14.87,9998500,4.04
"29-Sep-87",1612200,14.84,7691200,3.93
"30-Sep-87",2240000,14.84,12305900,4.02
"1-Oct-87",1607800,15.07,7621200,4.15
"2-Oct-87",1480000,14.75,4126600,4.11
"5-Oct-87",2270400,14.55,4414000,4.08
"6-Oct-87",2230000,14.31,5392200,3.97
"7-Oct-87",2985600,13.99,12515600,3.91
"8-Oct-87",4146600,13.64,15871800,3.88
"9-Oct-87",3715000,13.32,15871800,3.89
"12-Oct-87",3125000,13.21,9229400,3.85
"13-Oct-87",2443800,13.48,9439200,3.93
"14-Oct-87",2683400,13.06,14823000,3.79
"15-Oct-87",4504600,12.67,19018200,3.57
"16-Oct-87",5270600,11.8,20181000,3.46
"19-Oct-87",8474600,9.32,35606700,2.83
"20-Oct-87",9070400,10.69,37272900,2.95
"21-Oct-87",5609600,11.13,30279500,3.16
"22-Oct-87",5085600,10.37,21880700,3.03
"23-Oct-87",3246200,10.28,11722000,3.04
"26-Oct-87",2326200,9.93,21325600,2.79
"27-Oct-87",3584600,10.62,14725100,2.91
"28-Oct-87",2586600,10.35,11676600,3
"29-Oct-87",1867400,10.57,12096100,3.07
"30-Oct-87",3395600,10.46,11606700,3.14
"2-Nov-87",1927200,10.49,7341600,3.17
"3-Nov-87",3363800,10.51,6720700,3.17
"4-Nov-87",5613400,10.78,7201700,3.16
"5-Nov-87",2784400,10.98,7411500,3.27
"6-Nov-87",1806000,10.73,5474000,3.15
"9-Nov-87",2061000,10.59,6051500,3.05
"10-Nov-87",1844000,10.48,6785000,2.99
"11-Nov-87",1213200,10.55,4160900,2.99
"12-Nov-87",3032800,11.03,11746500,3.1
"13-Nov-87",1405400,10.78,7621200,3.14
"16-Nov-87",1730400,10.96,7215000,3.21
"17-Nov-87",1502200,10.91,5441100,3.16
"18-Nov-87",1920400,11.14,5858500,3.21
"19-Nov-87",2004000,10.82,6809500,3.13
"20-Nov-87",1824600,11.07,8320400,3.14
"23-Nov-87",1260000,10.98,3999400,3.15
"24-Nov-87",1528200,10.94,5713800,3.17
"25-Nov-87",1600000,10.82,3314200,3.09
"27-Nov-87",745400,10.68,2642900,3.04
"30-Nov-87",3221000,10.3,8390400,2.96
"1-Dec-87",1601800,10.57,5204100,3.04
"2-Dec-87",1527200,10.55,4611900,3.11
"3-Dec-87",2440000,10.23,5891400,3.02
"4-Dec-87",1981200,10.21,6025700,3.01
"7-Dec-87",1338200,10.3,4452500,3.13
"8-Dec-87",1815000,10.55,4434300,3.13
"9-Dec-87",1847400,10.89,7341600,3.15
"10-Dec-87",1940600,10.5,6668900,3.05
"11-Dec-87",1092200,10.78,3355400,3.07
"14-Dec-87",1702800,11.03,5259300,3.14
"15-Dec-87",2130600,11.19,6234700,3.15
"16-Dec-87",1850000,11.46,6400400,3.21
"17-Dec-87",1442800,11.14,4293700,3.15
"18-Dec-87",3140000,11.39,9648900,3.19
"21-Dec-87",1475600,11.57,5913800,3.26
"22-Dec-87",1750000,11.3,6324200,3.26
"23-Dec-87",1672200,11.46,5704700,3.28
"24-Dec-87",773400,11.55,1945100,3.27
"28-Dec-87",1106000,11.32,2433200,3.21
"29-Dec-87",909400,11.28,2054200,3.19
"30-Dec-87",1368400,11.23,3455400,3.19
"31-Dec-87",1590000,11.21,5343900,3.14
"4-Jan-88",1748400,11.55,7290500,3.28
"5-Jan-88",1675600,11.64,6438900,3.32
"6-Jan-88",1471000,11.73,4444800,3.36
"7-Jan-88",1998800,12.1,7551300,3.42
"8-Jan-88",2660000,11.32,7831000,3.21
"11-Jan-88",2180000,11.46,5645300,3.33
"12-Jan-88",1565000,11.41,6429100,3.3
"13-Jan-88",1580600,11.57,5378900,3.28
"14-Jan-88",1300000,11.39,3605700,3.28
"15-Jan-88",2300000,11.57,9032900,3.46
"18-Jan-88",820000,11.76,6103600,3.6
"19-Jan-88",1391600,11.51,6269000,3.57
"20-Jan-88",1528400,11.21,6600000,3.37
"21-Jan-88",1556000,11.05,5670500,3.48
"22-Jan-88",970000,11.23,5591100,3.49
"25-Jan-88",1522800,11.6,4789500,3.56
"26-Jan-88",1528800,11.85,4491300,3.6
"27-Jan-88",1615400,11.71,3380600,3.57
"28-Jan-88",1246600,11.96,2663600,3.59
"29-Jan-88",1285600,12.01,3139700,3.58
"1-Feb-88",1180000,11.85,3740700,3.62
"2-Feb-88",1479400,11.76,3013200,3.61
"3-Feb-88",7585400,11.94,3915500,3.54
"4-Feb-88",69305000,11.96,3048800,3.56
"5-Feb-88",13048800,11.75,3332700,3.45
"8-Feb-88",1509000,11.4,3670800,3.39
"9-Feb-88",1630400,11.71,2653800,3.5
"10-Feb-88",1881000,12.31,3740700,3.59
"11-Feb-88",2020000,12.22,4704500,3.61
"12-Feb-88",2240000,12.5,4331500,3.66
"16-Feb-88",1718400,12.89,3550800,3.71
"17-Feb-88",2240000,12.85,6688500,3.75
"18-Feb-88",1415600,12.57,8795200,3.56
"19-Feb-88",1584400,12.87,7988700,3.77
"22-Feb-88",2100000,13.15,4616400,3.73
"23-Feb-88",1627800,13.06,3705700,3.75
"24-Feb-88",1189600,13.03,4300000,3.8
"25-Feb-88",1969400,12.78,4947100,3.73
"26-Feb-88",986600,12.87,2452700,3.73
"29-Feb-88",1857800,13.45,3635800,3.8
"1-Mar-88",1479000,13.24,5174000,3.83
"2-Mar-88",1064400,13.24,4195200,3.87
"3-Mar-88",860000,13.17,4335000,3.88
"4-Mar-88",1326200,13.31,4439900,3.88
"7-Mar-88",1041600,13.41,1823500,3.88
"8-Mar-88",1397200,13.54,2536600,3.86
"9-Mar-88",918200,13.5,4587800,3.8
"10-Mar-88",1256800,13.08,5200900,3.66
"11-Mar-88",1523800,13.36,3227100,3.74
"14-Mar-88",858200,13.36,3302300,3.73
"15-Mar-88",788200,13.36,3522500,3.71
"16-Mar-88",1451800,13.73,5636900,3.72
"17-Mar-88",1566000,13.68,3810600,3.76
"18-Mar-88",3000000,13.41,6924800,3.77
"21-Mar-88",1137600,13.41,4252500,3.72
"22-Mar-88",907800,13.45,3032400,3.69
"23-Mar-88",784400,13.47,2635900,3.69
"24-Mar-88",1241000,13.22,3004100,3.63
"25-Mar-88",1122200,12.89,3344200,3.54
"28-Mar-88",1579600,12.94,3443500,3.56
"29-Mar-88",1343400,13.19,2673700,3.58
"30-Mar-88",1851800,13.15,3775600,3.68
"31-Mar-88",1309000,13.29,3285500,3.61
"4-Apr-88",1467400,13.1,4597200,3.67
"5-Apr-88",960400,13.15,3549800,3.74
"6-Apr-88",2040000,13.78,6565100,3.9
"7-Apr-88",1715600,13.8,3705700,3.83
"8-Apr-88",1532400,14.01,4999200,3.93
"11-Apr-88",1061200,14.01,4370000,3.98
"12-Apr-88",1246800,14.1,3279200,3.98
"13-Apr-88",1100400,14.03,4995700,3.97
"14-Apr-88",2300000,13.33,6739200,3.77
"15-Apr-88",2600000,13.54,7489400,3.81
"18-Apr-88",1305000,13.38,2562200,3.86
"19-Apr-88",1624400,13.36,4439900,3.81
"20-Apr-88",1425000,13.45,3670800,3.77
"21-Apr-88",2420000,13.43,4649600,3.81
"22-Apr-88",1516200,13.66,3277500,3.87
"25-Apr-88",1586000,13.89,6662300,3.97
"26-Apr-88",2627600,14.27,4350400,3.99
"27-Apr-88",2020000,14.29,6420700,4.05
"28-Apr-88",1224400,14.06,5746700,4.07
"29-Apr-88",1041000,13.96,3798400,4.03
"2-May-88",1925600,14.1,3672500,4.07
"3-May-88",1161000,14.31,5068100,4.15
"4-May-88",787600,14.15,4504200,4.09
"5-May-88",53353200,14.1,3330600,4.09
"6-May-88",950600,14.08,2986600,4.01
"9-May-88",734400,13.96,2420200,4
"10-May-88",964400,13.89,2830300,4.04
"11-May-88",1162200,13.75,3113800,3.99
"12-May-88",782200,13.82,3310300,4.03
"13-May-88",1426200,14.25,4346200,4.1
"16-May-88",1630400,14.53,3613400,4.16
"17-May-88",2265400,14.48,4726200,4.14
"18-May-88",2030600,14.2,3490700,4.03
"19-May-88",1515400,14.2,4627600,4.03
"20-May-88",1128800,14.13,3580600,4.01
"23-May-88",941000,14.13,2220600,3.95
"24-May-88",969000,14.03,3081700,3.92
"25-May-88",931600,13.89,3146400,3.96
"26-May-88",996000,13.79,2086700,3.95
"27-May-88",535600,13.77,1685000,3.92
"31-May-88",1603400,14.22,4090300,4.11
"1-Jun-88",2580000,14.55,7323000,4.16
"2-Jun-88",1203200,14.43,4509800,4.18
"3-Jun-88",1105400,14.43,3530900,4.2
"6-Jun-88",1182800,14.58,7319200,4.31
"7-Jun-88",960400,14.29,5331400,4.3
"8-Jun-88",2720000,14.69,7104900,4.39
"9-Jun-88",2420000,14.65,6292800,4.41
"10-Jun-88",1321800,14.81,4007800,4.42
"13-Jun-88",1076000,15.03,4276600,4.39
"14-Jun-88",3021600,15.07,6644400,4.48
"15-Jun-88",1160400,15.17,3335100,4.54
"16-Jun-88",1304400,14.96,3690000,4.45
"17-Jun-88",2565000,15.17,5338300,4.49
"20-Jun-88",884000,15.05,3431600,4.43
"21-Jun-88",1117800,15.12,3844200,4.52
"22-Jun-88",2183200,15.26,4877600,4.6
"23-Jun-88",1129400,15.12,2876500,4.54
"24-Jun-88",910600,15,2627200,4.46
"27-Jun-88",981200,14.86,3425000,4.42
"28-Jun-88",1280000,14.98,3133800,4.56
"29-Jun-88",1266800,14.88,3374600,4.49
"30-Jun-88",1584000,15.17,3280200,4.55
"1-Jul-88",869400,15.1,3338600,4.5
"5-Jul-88",1178800,15.12,4214000,4.61
"6-Jul-88",1500400,14.96,3960900,4.56
"7-Jul-88",1101600,14.96,3773500,4.57
"8-Jul-88",747600,14.72,3361000,4.51
"11-Jul-88",949600,14.65,3497700,4.45
"12-Jul-88",1881000,14.93,4565400,4.4
"13-Jul-88",1332400,14.93,3717900,4.41
"14-Jul-88",944000,14.84,2206600,4.39
"15-Jul-88",1719600,15.05,3169400,4.44
"18-Jul-88",851600,15.07,2456600,4.4
"19-Jul-88",1205000,14.96,3754000,4.43
"20-Jul-88",866800,15,2424100,4.49
"21-Jul-88",1641200,15.07,2075500,4.44
"22-Jul-88",1363200,14.88,3036900,4.36
"25-Jul-88",1241200,15.14,2746800,4.33
"26-Jul-88",781600,15.03,8346300,4.39
"27-Jul-88",1563400,15,24921500,4.37
"28-Jul-88",1129600,15.14,3991000,4.5
"29-Jul-88",2428400,15.17,4177000,4.58
"1-Aug-88",1209600,15.14,2605500,4.62
"2-Aug-88",1022600,15,3053000,4.59
"3-Aug-88",1468200,15.1,4452500,4.65
"4-Aug-88",15899000,15,3709600,4.68
"5-Aug-88",7318800,15.03,2420900,4.64
"8-Aug-88",897200,15,1722100,4.58
"9-Aug-88",1527800,14.86,4446200,4.48
"10-Aug-88",1726200,14.57,5550500,4.34
"11-Aug-88",1681000,14.59,6121800,4.34
"12-Aug-88",1195000,14.57,2705200,4.35
"15-Aug-88",1443800,14.5,2262600,4.28
"16-Aug-88",1366600,14.43,3875600,4.29
"17-Aug-88",1588400,14.23,3627400,4.23
"18-Aug-88",748200,14.38,1879100,4.28
"19-Aug-88",1142800,13.85,3338600,4.2
"22-Aug-88",1513800,13.68,4517500,4.05
"23-Aug-88",1146000,13.9,4111200,4.09
"24-Aug-88",892600,14.04,3958100,4.23
"25-Aug-88",804000,13.92,3210000,4.19
"26-Aug-88",520600,13.85,1885000,4.17
"29-Aug-88",569000,13.97,2438800,4.25
"30-Aug-88",631600,14.02,2192300,4.24
"31-Aug-88",643400,14.02,2165400,4.25
"1-Sep-88",1456800,13.82,3890300,4.22
"2-Sep-88",973800,14.11,3868300,4.33
"6-Sep-88",790000,14.28,2976400,4.37
"7-Sep-88",624400,14.18,2597800,4.35
"8-Sep-88",706200,14.16,2353800,4.33
"9-Sep-88",1047200,14.09,2379300,4.34
"12-Sep-88",836600,14.26,5702300,4.43
"13-Sep-88",986000,14.35,3618300,4.45
"14-Sep-88",1360400,14.47,3817900,4.47
"15-Sep-88",706800,14.38,1942300,4.43
"16-Sep-88",2385400,14.5,9477300,4.33
"19-Sep-88",965400,14.3,4578000,4.28
"20-Sep-88",581600,14.28,2951300,4.3
"21-Sep-88",748400,14.21,4405300,4.32
"22-Sep-88",1413400,13.99,4943600,4.28
"23-Sep-88",1264000,14.16,3421100,4.38
"26-Sep-88",1141200,14.26,2187400,4.38
"27-Sep-88",1066200,14.16,1800400,4.37
"28-Sep-88",833800,14.11,1890600,4.38
"29-Sep-88",1986600,14.33,3036200,4.45
"30-Sep-88",4042200,14.43,4376200,4.42
"3-Oct-88",1277200,14.45,3451200,4.48
"4-Oct-88",891600,14.43,2978200,4.44
"5-Oct-88",1120400,14.33,2592200,4.48
"6-Oct-88",4257200,14.26,3257500,4.48
"7-Oct-88",2200000,14.54,5389700,4.59
"10-Oct-88",941200,14.54,2088500,4.62
"11-Oct-88",1159400,14.47,2269900,4.61
"12-Oct-88",1528800,14.21,2968100,4.48
"13-Oct-88",947800,14.33,5883700,4.39
"14-Oct-88",1028200,14.35,3504300,4.46
"17-Oct-88",723200,14.43,1887400,4.48
"18-Oct-88",1187800,14.79,2740500,4.52
"19-Oct-88",1607200,14.59,3462700,4.45
"20-Oct-88",1714600,14.76,4364400,4.63
"21-Oct-88",2190400,14.81,4586700,4.62
"24-Oct-88",970600,14.76,3232000,4.63
"25-Oct-88",1044000,14.93,11322100,4.72
"26-Oct-88",826200,14.93,4712900,4.64
"27-Oct-88",5321600,15.48,3643800,4.65
"28-Oct-88",7286600,16.13,4789500,4.57
"31-Oct-88",2181600,16.04,3379200,4.5
"1-Nov-88",1656600,16.16,4115100,4.5
"2-Nov-88",3740400,16.32,4774800,4.49
"3-Nov-88",1176600,16.28,3793800,4.41
"4-Nov-88",1726200,16.04,5679600,4.33
"7-Nov-88",1569400,15.87,5226500,4.45
"8-Nov-88",1050000,15.96,2334900,4.47
"9-Nov-88",2743400,15.96,2536300,4.47
"10-Nov-88",1304000,15.99,2690100,4.45
"11-Nov-88",1364000,15.79,3954300,4.36
"14-Nov-88",1203200,15.69,3649100,4.34
"15-Nov-88",966000,15.84,2464600,4.39
"16-Nov-88",2188200,15.48,3951100,4.32
"17-Nov-88",1876800,15.62,3411300,4.31
"18-Nov-88",1281000,15.65,1957700,4.32
"21-Nov-88",1196600,15.74,2499200,4.33
"22-Nov-88",1792400,15.89,3114900,4.4
"23-Nov-88",1998200,16.06,2926500,4.47
"25-Nov-88",976600,16.04,1832600,4.37
"28-Nov-88",1468800,16.06,3534800,4.36
"29-Nov-88",2603800,16.38,2792600,4.48
"30-Nov-88",1844400,16.45,4554500,4.54
"1-Dec-88",1801200,16.5,4128000,4.55
"2-Dec-88",1349000,16.33,4901300,4.53
"5-Dec-88",1937800,16.75,4290900,4.6
"6-Dec-88",2448400,17.04,4355600,4.62
"7-Dec-88",1673800,16.87,3253300,4.6
"8-Dec-88",1446800,16.79,1895100,4.54
"9-Dec-88",1079000,16.89,1557800,4.57
"12-Dec-88",1041600,16.89,2413900,4.57
"13-Dec-88",1407400,16.87,3304700,4.59
"14-Dec-88",1587400,16.79,2558300,4.52
"15-Dec-88",1368200,16.72,3614500,4.45
"16-Dec-88",1961800,16.75,5617300,4.43
